player_id,player_name,team,position,position_group,season_prior,season_next,opportunities_prior,actual_td_prior,xtd_prior,regression_signal_efficiency,prior_group_share,team_group_xtd_pool_prior,vacated_opportunity_share_gained,stolen_opportunity_share_lost,net_opportunity_share_change,regression_signal_opportunity,combined_signal,projected_td_next_season,regression_label
00-0037525,Jordan Mason,MIN,RB,RB,2025,2026,175,6,5.279418295339645,-0.7205817046603551,0.4202550331620886,12.562415387666327,0.0921680004214269,0.0,0.0921680004214269,1.1578527067445696,0.43727100208421454,6.4372710020842145,Neutral
00-0039798,Isaiah Davis,NYJ,RB,RB,2025,2026,71,1,1.3834489567042152,0.3834489567042152,0.1155781488511985,11.96981410807454,0.003914648200945015,0.0,0.003914648200945015,0.04685761126382026,0.43030656796803546,1.4303065679680353,Neutral
00-0040129,Emeka Egbuka,TB,WR,WR,2025,2026,129,6,4.693192783841032,-1.306807216158968,0.282786677307745,16.596230163748576,0.17071254704345307,0.06755063672764974,0.10316191031580332,1.7120988077330606,0.40529159157409245,6.405291591574093,Neutral
00-0039424,Devaughn Vele,NO,WR,WR,2025,2026,39,2,2.274298580321497,0.274298580321497,0.22863238958671625,9.947403272268629,0.008520054574465249,0.0,0.008520054574465249,0.08475241875394292,0.3590509990754399,2.35905099907544,Neutral
00-0039849,Marvin Harrison Jr.,ARI,WR,WR,2025,2026,73,4,3.8569033821767755,-0.14309661782322447,0.29300999000755845,13.163043970198025,0.1033463128023373,0.06638091126517758,0.03696540153715973,0.4865772058096592,0.3434805879864347,4.343480587986435,Neutral
00-0040138,Jaylin Noel,HOU,WR,WR,2025,2026,41,2,1.9268377308953315,-0.0731622691046685,0.10282776443099792,18.738496762596903,0.02011102962544215,0.0,0.02011102962544215,0.3768504635288381,0.3036881944241696,2.3036881944241694,Neutral
00-0038124,Christian Watson,GB,WR,WR,2025,2026,56,6,2.7416881994326077,-3.2583118005673923,0.20664983743539925,13.267313603813921,0.27115585731598524,0.004220888853453277,0.26693496846253195,3.5415099384165902,0.2831981378491979,6.2831981378491975,Neutral
00-0038041,Jake Ferguson,DAL,TE,TE,2025,2026,103,8,8.261900403440293,0.2619004034402934,0.8385250245549128,9.852896647688828,0.0,0.0,0.0,0.0,0.2619004034402934,8.261900403440293,Neutral
00-0033553,James Conner,ARI,RB,RB,2025,2026,41,2,2.172450461422704,0.17245046142270404,0.12043507786231265,18.038353110929666,0.07173233596068582,0.06725859483804947,0.004473741122636349,0.08069892209700136,0.2531493835197054,2.2531493835197054,Neutral
00-0039373,Audric Estimé,NO,RB,RB,2025,2026,59,1,2.1363645062393566,1.1363645062393566,0.23751007067771673,8.994837566859395,0.007878960370777444,0.1062242497620404,-0.09834528939126295,-0.8845999035401908,0.2517646026991658,1.2517646026991658,Neutral
00-0037744,Trey McBride,ARI,TE,TE,2025,2026,169,11,10.332806626453314,-0.6671933735466862,0.7835267939387415,13.187560025242945,0.06221361879658628,0.0,0.06221361879658628,0.8204458322675643,0.15325245872087812,11.153252458720878,Neutral
00-0036275,D'Andre Swift,CHI,RB,RB,2025,2026,271,10,10.021357753996972,0.021357753996971596,0.5360888288218386,18.69346499165239,0.00024829082480897424,0.0,0.00024829082480897424,0.004641415841315057,0.02599916983828665,10.025999169838286,Neutral
00-0037563,Malik Davis,DAL,RB,RB,2025,2026,57,2,1.9272881541457434,-0.07271184585425661,0.08433011271392016,22.854091997764055,0.004068379521022543,0.0,0.004068379521022543,0.09297911985526847,0.02026727400101186,2.0202672740010117,Neutral
00-0038951,Sean Tucker,TB,RB,RB,2025,2026,97,8,7.0614820135019505,-0.9385179864980495,0.38934128804501394,18.136997617076595,0.28990728785314995,0.2377370015643574,0.052170286288792556,0.9462123581020343,0.007694371603984784,8.007694371603986,Neutral
00-0040586,Jaydon Blue,DAL,RB,RB,2025,2026,39,1,0.9181079005632042,-0.08189209943679576,0.04017258268904439,22.854091997764055,0.0019380658635324546,0.0,0.0019380658635324546,0.044292735542896755,-0.03759936389389901,0.962400636106101,Neutral
00-0037261,Khalil Shakir,BUF,WR,WR,2025,2026,96,4,4.059262357083755,0.059262357083754935,0.28825912568084283,14.081990804267281,0.11567432329784848,0.12310985358746337,-0.007435530289614897,-0.10470706916320782,-0.04544471207945289,3.954555287920547,Neutral
00-0038994,Jordan Addison,MIN,WR,WR,2025,2026,81,4,4.474302488397202,0.47430248839720157,0.28143056762116325,15.898423992166013,0.1004810678598114,0.1336690724183411,-0.033188004558529716,-0.5276369679254438,-0.05333447952824222,3.9466655204717576,Neutral
00-0036900,Ja'Marr Chase,CIN,WR,WR,2025,2026,188,8,7.94237563648416,-0.057624363515840216,0.42912577894001463,18.508269664205805,0.0,0.0,0.0,0.0,-0.057624363515840216,7.94237563648416,Neutral
00-0040189,Oronde Gadsden II,LAC,TE,TE,2025,2026,69,3,4.4096486494102045,1.4096486494102045,0.8662537104338653,5.090481687174097,0.1337462895661346,0.4281906226291909,-0.2944443330630563,-1.4988634853496785,-0.08921483593947399,2.910785164060526,Neutral
00-0035689,Dawson Knox,BUF,TE,TE,2025,2026,49,4,4.3495938558901495,0.34959385589014946,0.526966824738943,8.254018377807595,0.0,0.05478918933553757,-0.05478918933553757,-0.452230975680707,-0.10263711979055756,3.8973628802094424,Neutral
00-0039065,Sam LaPorta,DET,TE,TE,2025,2026,49,3,2.210388424196959,-0.7896115758030411,0.4948811441160892,4.466503625117804,0.170771161517686,0.023974369054585935,0.14679679246310007,0.6556684056921024,-0.1339431701109387,2.8660568298890614,Neutral
00-0037005,Tommy Tremble,CAR,TE,TE,2025,2026,37,2,1.8598149283203689,-0.14018507167963112,0.2861793027670046,6.498775104762044,0.0,0.00032260373325579986,-0.00032260373325579986,-0.002096529110386087,-0.1422816007900172,1.8577183992099828,Neutral
00-0036290,Cole Kmet,CHI,TE,TE,2025,2026,48,2,1.8093985305009603,-0.19060146949903967,0.24079726860398146,7.514198732364869,0.005276009549098114,0.0,0.005276009549098114,0.03964498426577799,-0.15095648523326166,1.8490435147667383,Neutral
00-0040715,Cam Skattebo,NYG,RB,RB,2025,2026,133,7,6.844879924738287,-0.15512007526171256,0.3628145645749975,18.86605608778801,0.0,0.00031625467366607493,-0.00031625467366607493,-0.005966478411409263,-0.16108655367312183,6.838913446326878,Neutral
00-0039074,Davis Allen,LA,TE,TE,2025,2026,33,3,2.8295678154276698,-0.17043218457233023,0.20809630187824044,13.59739596469755,0.0,0.0,0.0,0.0,-0.17043218457233023,2.8295678154276698,Neutral
00-0037238,Drake London,ATL,WR,WR,2025,2026,112,7,6.078272372993246,-0.9217276270067538,0.5040858664054142,12.058009910765396,0.3295204424631752,0.26778076167071196,0.061739680792463225,0.7444576828830135,-0.1772699441237403,6.82273005587626,Neutral
00-0040705,Chimere Dike,TEN,WR,WR,2025,2026,85,4,5.097876101516681,1.0978761015166807,0.4587902243717035,11.111562170920351,0.06816897299600715,0.18443571907869874,-0.1162667460826916,-1.2919051775084378,-0.19402907599175712,3.8059709240082427,Neutral
00-0038794,Jaleel McLaughlin,DEN,RB,RB,2025,2026,43,1,0.8033937941970537,-0.1966062058029463,0.043066317738976345,18.654805805929342,0.0,0.0,0.0,0.0,-0.1966062058029463,0.8033937941970537,Neutral
00-0039361,Bucky Irving,TB,RB,RB,2025,2026,208,4,3.334538330250143,-0.665461669749857,0.18385282948433332,18.136997617076595,0.13689859461750267,0.11226299843564261,0.024635596181860064,0.44681574924565726,-0.21864592050419973,3.7813540794958005,Neutral
00-0039342,Xavier Legette,CAR,WR,WR,2025,2026,65,3,3.5072497113657213,0.5072497113657213,0.30133047538445884,11.639213414743141,0.0,0.06307877815246053,-0.06307877815246053,-0.7341873608577252,-0.2269376494920039,2.7730623505079963,Negative
00-0033110,Tyler Higbee,LA,TE,TE,2025,2026,36,3,2.735478757635012,-0.26452124236498786,0.20117666388013125,13.59739596469755,0.0,0.0,0.0,0.0,-0.26452124236498786,2.735478757635012,Negative
00-0036875,Rhamondre Stevenson,NE,RB,RB,2025,2026,167,9,8.187707357383053,-0.8122926426169474,0.41079011697830964,19.93160745348549,0.03832060750381603,0.012814818807073669,0.02550578869674236,0.508371368095016,-0.3039212745219314,8.696078725478069,Negative
00-0040126,Colston Loveland,CHI,TE,TE,2025,2026,83,6,5.543689720614842,-0.4563102793851579,0.7377619248659574,7.514198732364869,0.016164796980963084,0.0,0.016164796980963084,0.12146549698328826,-0.33484478240186966,5.66515521759813,Negative
00-0038979,Cedric Tillman,CLE,WR,WR,2025,2026,39,2,1.751329490977528,-0.2486705090224719,0.19458739974516936,9.000220431903916,0.0,0.011315275931174151,-0.011315275931174151,-0.1018399776283842,-0.3505104866508561,1.6494895133491438,Negative
00-0036040,Juwan Johnson,NO,TE,TE,2025,2026,102,3,3.083049096920836,0.08304909692083617,0.7048348986147076,4.374143651201585,0.13050038589922167,0.23850895723056342,-0.10800857133134176,-0.4724450065643421,-0.3893959096435059,2.610604090356494,Negative
00-0038104,Tyquan Thornton,KC,WR,WR,2025,2026,37,3,1.693458999704172,-1.306541000295828,0.08785171663631493,19.276333628342027,0.0456303192172278,0.0,0.0456303192172278,0.8795852567990297,-0.4269557434967983,2.5730442565032017,Negative
00-0039901,Keon Coleman,BUF,WR,WR,2025,2026,59,4,3.657981117626385,-0.342018882373615,0.25976306677589245,14.081990804267281,0.10423925659284727,0.11093974229845477,-0.006700485705607495,-0.09435617809048912,-0.4363750604641041,3.563624939535896,Negative
00-0039847,Theo Johnson,NYG,TE,TE,2025,2026,74,5,4.576059340154701,-0.4239406598452993,0.6685248922573069,6.845009652076548,0.15259908186496549,0.1621932629727545,-0.009594181107789007,-0.06567226228658622,-0.4896129221318855,4.510387077868114,Negative
00-0039337,Malik Nabers,NYG,WR,WR,2025,2026,35,2,1.8988703372350504,-0.10112966276494961,0.15278473126717648,12.428403816834766,0.10347209831905287,0.1352142295014137,-0.03174213118236084,-0.3945040243413233,-0.4956336871062729,1.504366312893727,Negative
00-0035640,DK Metcalf,PIT,WR,WR,2025,2026,101,7,5.909998030323902,-1.0900019696760976,0.4978958385931948,11.869948636290289,0.34048747864951895,0.29343416103494974,0.04705331761456921,0.5585204632519897,-0.531481506424108,6.468518493575892,Negative
00-0040663,Harold Fannin Jr.,CLE,TE,TE,2025,2026,114,7,4.69942857651018,-2.30057142348982,0.5886815689458741,7.982972160866592,0.30620247311301735,0.08478831290407222,0.2214141602089451,1.7675430769696643,-0.5330283465201555,6.4669716534798445,Negative
00-0038551,Kendre Miller,NO,RB,RB,2025,2026,52,1,0.6662693230630355,-0.33373067693696445,0.07407241299363093,8.994837566859395,0.0024572162556281583,0.03312822263014325,-0.03067100637451509,-0.2758807203508723,-0.6096113972878368,0.39038860271216325,Negative
00-0040242,Jacory Croskey-Merritt,WAS,RB,RB,2025,2026,188,8,8.06923315466089,0.06923315466089086,0.4328361164091439,18.64269835337249,0.3912626931830627,0.428062653708062,-0.03679996052499929,-0.6860505634835768,-0.616817408822686,7.383182591177314,Negative
00-0040734,TreVeyon Henderson,NE,RB,RB,2025,2026,222,10,8.81674089586067,-1.1832591041393297,0.442349715969289,19.93160745348549,0.04126464864776353,0.013799337484563324,0.02746531116320021,0.5474278006927396,-0.6358313034465901,9.36416869655341,Negative
00-0035261,Tony Pollard,TEN,RB,RB,2025,2026,283,5,5.660807224173878,0.6608072241738778,0.5327214888539861,10.626204015820079,0.0,0.12275858812463634,-0.12275858812463634,-1.3044578021064137,-0.6436505779325359,4.356349422067464,Negative
00-0037801,KaVontae Turpin,DAL,WR,WR,2025,2026,55,2,1.5058844049342146,-0.4941155950657854,0.07114189067903871,21.167337423292704,0.00596102514531519,0.015673404899469893,-0.009712379754154704,-0.20558521943934926,-0.6997008145051347,1.3002991854948653,Negative
00-0033555,Mack Hollins,NE,WR,WR,2025,2026,66,2,2.5524678358653485,0.5524678358653485,0.19058232801010186,13.392993267088512,0.12820318886243254,0.22314986181077404,-0.0949466729483415,-1.2716201515295926,-0.7191523156642441,1.280847684335756,Negative
00-0036963,Amon-Ra St. Brown,DET,WR,WR,2025,2026,175,11,12.622041527610186,1.622041527610186,0.6097293232703701,20.701057085314623,0.028781479649614555,0.1419389463596573,-0.11315746671004273,-2.342479177994184,-0.7204376503839978,10.279562349616002,Negative
00-0037248,James Cook,BUF,RB,RB,2025,2026,349,14,12.709329618496277,-1.2906703815037233,0.5763927669369322,22.049772910989542,0.016929723093725087,0.0,0.016929723093725087,0.37329654966257353,-0.9173738318411497,13.08262616815885,Negative
00-0039064,Zay Flowers,BAL,WR,WR,2025,2026,128,6,3.9705381317485635,-2.0294618682514365,0.4432403942944431,8.957978972266115,0.11669860279234039,0.0,0.11669860279234039,1.045383629906621,-0.9840782383448154,5.015921761655185,Negative
00-0036223,Jonathan Taylor,IND,RB,RB,2025,2026,378,20,17.287165706719804,-2.7128342932801957,0.8464169725128117,20.423935563813544,0.08461765773785361,0.0,0.08461765773785361,1.7282255891987506,-0.9846087040814451,19.015391295918555,Negative
00-0040202,Devin Neal,NO,RB,RB,2025,2026,76,2,1.6847867925870332,-0.31521320741296677,0.18730597190486978,8.994837566859395,0.006213531601575496,0.08377091668059235,-0.07755738507901686,-0.6976160808961211,-1.012829288309088,0.9871707116909121,Negative
00-0038976,Marvin Mims Jr.,DEN,WR,WR,2025,2026,63,2,1.4547138020029005,-0.5452861979970995,0.07426476507062467,19.588209841093413,0.002259089056443994,0.026783348944474032,-0.024524259888030038,-0.4803863488842424,-1.025672546881342,0.9743274531186581,Negative
00-0037664,Alec Pierce,IND,WR,WR,2025,2026,84,6,3.026862218182879,-2.973137781817121,0.21888632005309508,13.82846683816812,0.15890266200550063,0.020318512345237523,0.1385841496602631,1.9164063178726762,-1.056731463944445,4.943268536055555,Negative
00-0038559,Michael Wilson,ARI,WR,WR,2025,2026,126,7,5.236810670000966,-1.763189329999034,0.3978419187733051,13.163043970198025,0.140321138478478,0.0901304051338915,0.050190733344586486,0.6606628299112761,-1.102526500087758,5.897473499912242,Negative
00-0038544,Quentin Johnston,LAC,WR,WR,2025,2026,86,8,4.631135884544259,-3.3688641154557413,0.2500106244150017,18.523756321878817,0.11968462424265054,0.0,0.11968462424265054,2.217008814946489,-1.1518553005092524,6.8481446994907476,Negative
00-0038563,Tre Tucker,LV,WR,WR,2025,2026,103,5,4.082950294530769,-0.917049705469231,0.5350124327203308,7.631505447024006,0.14997065401901302,0.18243754854989977,-0.03246689453088675,-0.24777128246041613,-1.1648209879296472,3.835179012070353,Negative
00-0036970,Kyle Pitts,ATL,TE,TE,2025,2026,118,5,4.825083349597617,-0.17491665040238313,0.928434477864647,5.197010090248984,0.001047785235241847,0.20044396849317447,-0.19939618325793262,-1.0362639763486114,-1.2111806267509946,3.788819373249005,Negative
00-0039410,Ryan Flournoy,DAL,WR,WR,2025,2026,60,4,3.2093554983949204,-0.7906445016050796,0.15161828973649377,21.167337423292704,0.012704194799748549,0.03340331304837508,-0.02069911824862653,-0.4381452203333133,-1.228789721938393,2.771210278061607,Negative
00-0031381,Davante Adams,LA,WR,WR,2025,2026,114,14,12.61201441202637,-1.3879855879736294,0.5280767976068282,23.882917161258163,0.0055741755927449285,0.0,0.0055741755927449285,0.13312757392383426,-1.2548580140497951,12.745141985950205,Negative
00-0040170,Elic Ayomanor,TEN,WR,WR,2025,2026,89,4,3.637613725449658,-0.3623862745503419,0.3273719455010133,11.111562170920351,0.04864229472864353,0.13160498408037988,-0.08296268935173634,-0.9218450805985702,-1.2842313551489122,2.715768644851088,Negative
00-0037112,Jake Tonges,SF,TE,TE,2025,2026,46,5,3.531608760932007,-1.468391239067993,0.37908564643729165,9.316123662614606,0.0,0.0,0.0,0.0,-1.468391239067993,3.531608760932007,Negative
00-0038621,DeMario Douglas,NE,WR,WR,2025,2026,53,3,2.9161414547990674,-0.08385854520093261,0.2177363488985763,13.392993267088512,0.14646947884161152,0.2549440794181314,-0.10847460057651989,-1.4527995951714465,-1.5366581403723791,1.4633418596276209,Negative
00-0034975,Justice Hill,BAL,RB,RB,2025,2026,45,3,1.1824430549162452,-1.8175569450837548,0.058269630590926,20.29261285724335,0.004534927876325034,0.0,0.004534927876325034,0.09202553572978465,-1.7255314093539702,1.2744685906460298,Negative
00-0037247,George Pickens,DAL,WR,WR,2025,2026,137,9,8.389288606474352,-0.6107113935256478,0.3963317841403479,21.167337423292704,0.033208897157471065,0.08731660724883211,-0.05410771009136105,-1.145316156705539,-1.7560275502311868,7.243972449768814,Negative
00-0036244,Colby Parkinson,LA,TE,TE,2025,2026,56,8,6.233962235410596,-1.766037764589404,0.45846736033837776,13.59739596469755,0.0,0.0,0.0,0.0,-1.766037764589404,6.233962235410596,Negative
00-0039793,AJ Barner,SEA,TE,TE,2025,2026,78,7,5.325913802415044,-1.6740861975849564,0.6685838174346845,7.9659627761411445,0.0,0.01812287402727257,-0.01812287402727257,-0.14436613989794844,-1.818452337482905,5.1815476625170955,Negative
00-0037740,Garrett Wilson,NYJ,WR,WR,2025,2026,59,4,1.554047436180331,-2.4459525638196693,0.2001075347111922,7.766061574958835,0.11293848586875534,0.03801707858481052,0.07492140728394481,0.5818442622496848,-1.8641083015699844,2.1358916984300156,Strong Negative (Sell)
00-0039491,Jalen Coker,CAR,WR,WR,2025,2026,43,3,1.4038993827800168,-1.5961006172199832,0.12061806350261846,11.639213414743141,0.0,0.025249487490947197,-0.025249487490947197,-0.2938841735200218,-1.889984790740005,1.110015209259995,Strong Negative (Sell)
00-0039868,Troy Franklin,DEN,WR,WR,2025,2026,109,6,6.123860872121797,0.12386087212179664,0.31262994024470603,19.588209841093413,0.009510012938866953,0.11274898361425054,-0.10323897067538358,-2.022266621367903,-1.8984057492461064,4.101594250753894,Strong Negative (Sell)
00-0040130,Jayden Higgins,HOU,WR,WR,2025,2026,68,6,3.280686671784324,-2.719313328215676,0.1750773668426146,18.738496762596903,0.03424158962124442,0.0,0.03424158962124442,0.6416359162638603,-2.0776774119518158,3.9223225880481842,Strong Negative (Sell)
00-0040237,Tez Johnson,TB,WR,WR,2025,2026,51,5,2.0116342040833533,-2.9883657959166467,0.1212103100665234,16.596230163748576,0.07317219098290312,0.028954099609293224,0.044218091373609894,0.7338536218380952,-2.2545121740785516,2.7454878259214484,Strong Negative (Sell)
00-0034348,Courtland Sutton,DEN,WR,WR,2025,2026,124,7,7.008327705303594,0.008327705303593724,0.3577829603704301,19.588209841093413,0.010883540392086711,0.12903327526688088,-0.11814973487479417,-2.314341799397021,-2.306014094093427,4.6939859059065725,Strong Negative (Sell)
00-0038996,Tucker Kraft,GB,TE,TE,2025,2026,45,6,2.8288894162144285,-3.1711105837855715,0.5106029617843166,5.540291827389316,0.15462148752048877,0.0,0.15462148752048877,0.856648163648543,-2.3144624201370285,3.6855375798629715,Strong Negative (Sell)
00-0040730,RJ Harvey,DEN,RB,RB,2025,2026,204,12,9.544905716969826,-2.4550942830301743,0.5116593448502167,18.654805805929342,0.0,0.0,0.0,0.0,-2.4550942830301743,9.544905716969826,Strong Negative (Sell)
00-0040124,Tetairoa McMillan,CAR,WR,WR,2025,2026,122,7,5.65321780209485,-1.3467821979051502,0.4857044544723306,11.639213414743141,0.0,0.10167456010624987,-0.10167456010624987,-1.1834119039267712,-2.5301941018319214,4.469805898168079,Strong Negative (Sell)
00-0033288,George Kittle,SF,TE,TE,2025,2026,70,7,4.436828775189654,-2.563171224810346,0.47625267073198563,9.316123662614606,0.0,0.0,0.0,0.0,-2.563171224810346,4.436828775189654,Strong Negative (Sell)
00-0039338,Brock Bowers,LV,TE,TE,2025,2026,88,7,5.44816317616183,-1.55183682383817,0.6859885730105967,7.942061122463727,0.0,0.15767273997722647,-0.15767273997722647,-1.2522465382454626,-2.8040833620836327,4.195916637916367,Strong Negative (Sell)
00-0038933,Dalton Kincaid,BUF,TE,TE,2025,2026,49,5,2.4459576051259573,-2.5540423948740427,0.29633537183565667,8.254018377807595,0.0,0.030810240857883135,-0.030810240857883135,-0.25430829426564583,-2.8083506891396883,2.1916493108603117,Strong Negative (Sell)
00-0039075,Puka Nacua,LA,WR,WR,2025,2026,176,11,8.103929729462346,-2.8960702705376544,0.3393190904923537,23.882917161258163,0.003581721827102727,0.0,0.003581721827102727,0.08554196569136466,-2.8105283048462897,8.18947169515371,Strong Negative (Sell)
00-0037239,Chris Olave,NO,WR,WR,2025,2026,157,9,5.795581410813392,-3.2044185891866084,0.5826225450183883,9.947403272268629,0.021711603893234715,0.0,0.021711603893234715,0.2159740796137633,-2.988444509572845,6.011555490427155,Strong Negative (Sell)
00-0039040,De'Von Achane,MIA,RB,RB,2025,2026,323,12,8.700408421827747,-3.2995915781722527,0.5233907504170128,16.623160449235446,0.005521022188797531,0.0,0.005521022188797531,0.09177683768817042,-3.2078147404840824,8.792185259515918,Strong Negative (Sell)
00-0038543,Jaxon Smith-Njigba,SEA,WR,WR,2025,2026,170,10,6.6913227696460575,-3.3086772303539425,0.42264282182868546,15.83209846246561,0.0013731581934899437,0.0,0.0013731581934899437,0.02173997572387419,-3.286937254630068,6.713062745369932,Strong Negative (Sell)
00-0037240,Jameson Williams,DET,WR,WR,2025,2026,108,7,4.216772622772368,-2.7832273772276324,0.20369842010453446,20.701057085314623,0.009615318977036635,0.047418974324027675,-0.03780365534699104,-0.7825756273716209,-3.5658030045992533,3.4341969954007467,Strong Negative (Sell)
00-0038608,Kayshon Boutte,NE,WR,WR,2025,2026,46,6,1.9019524150248763,-4.098047584975124,0.14201100359683372,13.392993267088512,0.09552965222307197,0.16627845907393396,-0.07074880685086199,-0.9475382938081403,-5.045585878783264,0.9544141212167361,Strong Negative (Sell)
00-0036410,Tee Higgins,CIN,WR,WR,2025,2026,98,11,5.931502342565743,-5.068497657434257,0.3204784915165253,18.508269664205805,0.0,0.0,0.0,0.0,-5.068497657434257,5.931502342565743,Strong Negative (Sell)
00-0034351,Dallas Goedert,PHI,TE,TE,2025,2026,82,11,6.320721643065482,-4.679278356934518,0.8407675785116829,7.517798978707469,0.03833492499449717,0.12162987735698864,-0.08329495236249147,-0.6261947078022256,-5.305473064736744,5.694526935263256,Strong Negative (Sell)
